pergunta,resposta,categoria,dificuldade
Quem pode cobrar na disputa?,Apenas os 11 jogadores que terminaram o jogo podem cobrar na disputa de pênaltis.,penaltis_finalizacoes,medio
Explique: quando é marcada falta de mão?,Falta de mão é marcada quando um jogador toca intencionalmente a bola com a mão ou braço.,faltas_infracoes,medio
Capitão tem privilégios especiais?,Capitão pode dialogar com árbitro mas não tem autoridade para contestar decisões.,situacoes_especiais,medio
Explique: o que é falta por trás?,"Falta por trás ocorre quando um jogador atinge o adversário pelas costas, geralmente resultando em cartão.",faltas_infracoes,medio
O que é interferir no jogo?,"Interferir é tocar na bola, atrapalhar adversário ou tirar vantagem da posição irregular.",posicionamento_taticas,medio
Pode jogar sem caneleira?,"Não, caneleira é equipamento obrigatório de proteção para todos os jogadores.",equipamentos_campo,facil
Qual a regra sobre como é cobrado o lateral?,"O lateral é cobrado com as duas mãos sobre a cabeça, com os dois pés no chão ou fora da linha.",regras_basicas,facil
Me explica: o que é escanteio?,A regra estabelece que: Escanteio é cobrado quando a bola sai pela linha de fundo após ser tocada por um defensor.,regras_basicas,facil
Qual a circunferência da bola?,A bola deve ter entre 68-70cm de circunferência e pesar 410-450g.,equipamentos_campo,facil
O que acontece com dois cartões amarelos no futebol?,Dois cartões amarelos resultam em um cartão vermelho e expulsão do jogador.,regras_basicas,facil
Pode devolver bola para goleiro no reinício?,"Sim, na bola ao chão pode devolver para o goleiro adversário por fair play.",situacoes_especiais,medio
O que é linha de impedimento?,"Linha imaginária formada pelo penúltimo defensor, que determina posições de impedimento.",posicionamento_taticas,medio
O que é a regra do impedimento?,Um jogador está impedido se estiver mais próximo da linha de gol que a bola e o penúltimo adversário quando a bola é jogada.,posicionamento_taticas,medio
Explique: o que é simulação?,"Simulação é fingir ter sofrido falta para enganar o árbitro, passível de cartão amarelo.",faltas_infracoes,medio
Pode estar impedido sem participar da jogada?,"Não, apenas estar em posição irregular não é falta, precisa interferir no jogo.",posicionamento_taticas,medio
Me fala sobre: o que é tiro livre direto?,Tiro livre direto permite chutar direto ao gol após faltas com contato físico.,regras_avancadas,dificil
Explique: quando é marcada falta de mão?,Falta de mão é marcada quando um jogador toca intencionalmente a bola com a mão ou braço.,faltas_infracoes,medio
Pode devolver bola para goleiro no reinício?,"Sim, na bola ao chão pode devolver para o goleiro adversário por fair play.",situacoes_especiais,medio
Qual a regra sobre o que é impedimento?,Impedimento ocorre quando um jogador está mais próximo da linha de fundo adversária do que a bola e o penúltimo adversário no momento do passe.,regras_basicas,facil
Pode protestar decisão do árbitro?,"Não, protestar de forma desrespeitosa pode resultar em cartão amarelo ou vermelho.",situacoes_especiais,medio
O que é tiro de meta no futebol?,De acordo com as regras da FIFA: Tiro de meta é cobrado pelo goleiro quando a bola sai pela linha de fundo tocada por um atacante.,regras_basicas,facil
Me fala sobre: pode desistir da vantagem?,"Sim, se após alguns segundos a vantagem não se concretiza, o árbitro pode voltar e marcar a falta.",regras_avancadas,dificil
Pode jogar sem caneleira?,"Não, caneleira é equipamento obrigatório de proteção para todos os jogadores.",equipamentos_campo,facil
Que equipamento é obrigatório?,"Camisa, calção, meias, caneleiras e chuteiras são obrigatórios. Goleiro deve usar cores diferentes.",equipamentos_campo,facil
Carrinho por trás é sempre falta?,"Não necessariamente, se tocar primeiro na bola sem atingir o adversário pode ser legal.",faltas_infracoes,medio
Quais as dimensões oficiais do campo?,O campo deve ter entre 100-110m de comprimento e 64-75m de largura para jogos internacionais.,equipamentos_campo,facil
Que equipamento é obrigatório?,"Camisa, calção, meias, caneleiras e chuteiras são obrigatórios. Goleiro deve usar cores diferentes.",equipamentos_campo,facil
Goleiro conta na linha de impedimento?,"Sim, geralmente o goleiro é o último defensor, então o penúltimo é um jogador de linha.",posicionamento_taticas,medio
Quando é marcada falta de mão?,Falta de mão é marcada quando um jogador toca intencionalmente a bola com a mão ou braço.,faltas_infracoes,medio
Pode trocar goleiro antes da disputa?,"Sim, se houver substituições disponíveis, pode trocar o goleiro antes da disputa começar.",penaltis_finalizacoes,medio
Me fala sobre: o que é falta técnica?,"Falta técnica é infração sem contato físico, como obstrução ou recuo irregular ao goleiro.",regras_avancadas,dificil
Pode estar impedido sem participar da jogada?,"Não, apenas estar em posição irregular não é falta, precisa interferir no jogo.",posicionamento_taticas,medio
Me explica: o que é cartão vermelho?,"De acordo com as regras da FIFA: Cartão vermelho resulta na expulsão imediata do jogador, que não pode ser substituído.",regras_basicas,facil
Como funciona o que é cartão amarelo?,Cartão amarelo é uma advertência dada pelo árbitro por conduta antidesportiva ou falta tática.,regras_basicas,facil
Qual a regra sobre o goleiro pode usar as mãos fora da área?,"De acordo com as regras da FIFA: Não, o goleiro só pode usar as mãos dentro de sua própria área de pênalti.",regras_basicas,facil
Qual a regra sobre pode haver gol direto de lateral?,"De acordo com as regras da FIFA: Não, não é possível fazer gol diretamente de um arremesso lateral.",regras_basicas,facil
Qual a regra sobre o que é cartão vermelho?,"De acordo com as regras da FIFA: Cartão vermelho resulta na expulsão imediata do jogador, que não pode ser substituído.",regras_basicas,facil
Pode protestar decisão do árbitro?,"Não, protestar de forma desrespeitosa pode resultar em cartão amarelo ou vermelho.",situacoes_especiais,medio
Pode trocar goleiro antes da disputa?,"Sim, se houver substituições disponíveis, pode trocar o goleiro antes da disputa começar.",penaltis_finalizacoes,medio
E se um jogador se machuca e não há substituições?,O time continua com menos jogadores. Mínimo de 7 jogadores para continuar.,situacoes_especiais,medio
Explique: quando é marcada falta de mão?,Falta de mão é marcada quando um jogador toca intencionalmente a bola com a mão ou braço.,faltas_infracoes,medio
Me explica: o que é cartão vermelho?,"De acordo com as regras da FIFA: Cartão vermelho resulta na expulsão imediata do jogador, que não pode ser substituído.",regras_basicas,facil
Qual a circunferência da bola?,A bola deve ter entre 68-70cm de circunferência e pesar 410-450g.,equipamentos_campo,facil
Quando não há impedimento?,"Não há impedimento em lateral, escanteio, tiro de meta, no próprio campo ou se receber de adversário.",posicionamento_taticas,medio
Quantos passos o goleiro pode dar?,"O goleiro pode dar quantos passos quiser, mas só pode segurar a bola por 6 segundos.",regras_avancadas,dificil
Explique: qual a diferença entre falta direta e indireta?,Falta direta permite cobrar direto ao gol. Indireta requer que outro jogador toque na bola antes do gol.,faltas_infracoes,medio
Pode usar bonés no jogo?,Apenas o goleiro pode usar boné ou proteção na cabeça.,situacoes_especiais,medio
Me fala sobre: como funciona o var?,"VAR (Video Assistant Referee) revisa lances de gol, pênalti, cartão vermelho direto e confusão de identidade.",regras_avancadas,dificil
Como funciona quantas substituições são permitidas?,A regra estabelece que: São permitidas até 5 substituições em partidas oficiais (regra atual da FIFA).,regras_basicas,facil
O que acontece se o goleiro avançar no pênalti?,"Se o goleiro sair da linha antes do chute e defender, o pênalti deve ser repetido.",regras_avancadas,dificil
Me fala sobre: o que é falta técnica?,"Falta técnica é infração sem contato físico, como obstrução ou recuo irregular ao goleiro.",regras_avancadas,dificil
Pode devolver bola para goleiro no reinício?,"Sim, na bola ao chão pode devolver para o goleiro adversário por fair play.",situacoes_especiais,medio
O que acontece se invasão de campo?,O árbitro para o jogo até a invasão ser resolvida. Pode cancelar partida se grave.,situacoes_especiais,medio
Qual a regra sobre quantas substituições são permitidas?,De acordo com as regras da FIFA: São permitidas até 5 substituições em partidas oficiais (regra atual da FIFA).,regras_basicas,facil
Goleiro pode segurar a bola quanto tempo?,Goleiro pode segurar a bola por no máximo 6 segundos antes de liberá-la.,regras_avancadas,dificil
Goleiro conta na linha de impedimento?,"Sim, geralmente o goleiro é o último defensor, então o penúltimo é um jogador de linha.",posicionamento_taticas,medio
Qual a regra sobre quantos jogadores tem cada time em campo?,"De acordo com as regras da FIFA: Cada time tem 11 jogadores em campo, incluindo o goleiro.",regras_basicas,facil
Pode trocar goleiro antes da disputa?,"Sim, se houver substituições disponíveis, pode trocar o goleiro antes da disputa começar.",penaltis_finalizacoes,medio
Quem pode cobrar na disputa?,Apenas os 11 jogadores que terminaram o jogo podem cobrar na disputa de pênaltis.,penaltis_finalizacoes,medio
Me fala sobre: o que é tiro livre direto?,Tiro livre direto permite chutar direto ao gol após faltas com contato físico.,regras_avancadas,dificil
Que equipamento é obrigatório?,"Camisa, calção, meias, caneleiras e chuteiras são obrigatórios. Goleiro deve usar cores diferentes.",equipamentos_campo,facil
Quando é marcado pênalti?,Pênalti é marcado quando há uma falta dentro da área de pênalti que impede uma oportunidade clara de gol.,regras_basicas,facil
O que é linha de impedimento?,"Linha imaginária formada pelo penúltimo defensor, que determina posições de impedimento.",posicionamento_taticas,medio
Pode estar impedido sem participar da jogada?,"Não, apenas estar em posição irregular não é falta, precisa interferir no jogo.",posicionamento_taticas,medio
Explique: o que é falta por trás?,"Falta por trás ocorre quando um jogador atinge o adversário pelas costas, geralmente resultando em cartão.",faltas_infracoes,medio
Me explica: o que acontece com dois cartões amarelos?,Dois cartões amarelos resultam em um cartão vermelho e expulsão do jogador.,regras_basicas,facil
Precisa avisar cobrança rápida?,"Não, cobranças rápidas são permitidas desde que a bola esteja no local correto.",regras_avancadas,dificil
O que é impedimento no futebol?,Impedimento ocorre quando um jogador está mais próximo da linha de fundo adversária do que a bola e o penúltimo adversário no momento do passe.,regras_basicas,facil
Explique: quando é marcada falta de mão?,Falta de mão é marcada quando um jogador toca intencionalmente a bola com a mão ou braço.,faltas_infracoes,medio
Me fala sobre: o que é falta técnica?,"Falta técnica é infração sem contato físico, como obstrução ou recuo irregular ao goleiro.",regras_avancadas,dificil
Me fala sobre: goleiro pode segurar a bola quanto tempo?,Goleiro pode segurar a bola por no máximo 6 segundos antes de liberá-la.,regras_avancadas,dificil
Goleiro pode cobrar pênalti?,"Sim, goleiro pode cobrar pênalti tanto durante o jogo quanto na disputa.",penaltis_finalizacoes,medio
Goleiro conta na linha de impedimento?,"Sim, geralmente o goleiro é o último defensor, então o penúltimo é um jogador de linha.",posicionamento_taticas,medio
Explique: quando é marcada falta de mão?,Falta de mão é marcada quando um jogador toca intencionalmente a bola com a mão ou braço.,faltas_infracoes,medio
Quais as dimensões oficiais do campo?,O campo deve ter entre 100-110m de comprimento e 64-75m de largura para jogos internacionais.,equipamentos_campo,facil
Explique: o que é jogo perigoso?,"Jogo perigoso é uma ação que pode causar lesão ao adversário, mesmo sem contato físico.",faltas_infracoes,medio
