review_text,rating,verified_purchase,helpful_votes,sentiment,review_text_normalized,review_text_normalized_tokens,review_text_normalized_tokens_no_stopwords,review_text_normalized_tokens_no_stopwords_lemmatized
"<p>Overall, Poor quality material, started falling apart after one wash. Would buy again!</p>",2,False,1,negative,"overall, poor quality material, started falling apart after one wash. would buy again!","['overall', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'after', 'one', 'wash.', 'would', 'buy', 'again']","['overall', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'one', 'wash.', 'would', 'buy']","['overall', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'one', 'wash.', 'would', 'buy']"
"Just received it and Runs very small, order 2 sizes up! Highly recommend!",2,True,6,negative,"just received it and runs very small, order 2 sizes up! highly recommend!","['just', 'received', 'it', 'and', 'runs', 'very', 'small', 'order', 'sizes', 'up', 'highly', 'recommend']","['received', 'runs', 'small', 'order', 'sizes', 'highly', 'recommend']","['received', 'run', 'small', 'order', 'size', 'highly', 'recommend']"
"Average product, meets basic needs. Highly recommend!",3,True,7,neutral,"average product, meets basic needs. highly recommend!","['average', 'product', 'meets', 'basic', 'needs', 'highly', 'recommend']","['average', 'product', 'meets', 'basic', 'needs', 'highly', 'recommend']","['average', 'product', 'meet', 'basic', 'need', 'highly', 'recommend']"
"Poor quality material, started falling apart after one wash.",1,True,18,negative,"poor quality material, started falling apart after one wash.","['poor', 'quality', 'material', 'started', 'falling', 'apart', 'after', 'one', 'wash']","['poor', 'quality', 'material', 'started', 'falling', 'apart', 'one', 'wash']","['poor', 'quality', 'material', 'started', 'falling', 'apart', 'one', 'wash']"
"After using it for a month, Great value for money, highly recommend! Washes well, no fading or shrinking. Perfect for my needs.",5,True,23,positive,"after using it for a month, great value for money, highly recommend! washes well, no fading or shrinking. perfect for my needs.","['after', 'using', 'it', 'for', 'month', 'great', 'value', 'for', 'money', 'highly', 'recommend', 'washes', 'well', 'no', 'fading', 'or', 'shrinking', 'perfect', 'for', 'my', 'needs']","['using', 'month', 'great', 'value', 'money', 'highly', 'recommend', 'washes', 'well', 'fading', 'shrinking', 'perfect', 'needs']","['using', 'month', 'great', 'value', 'money', 'highly', 'recommend', 'wash', 'well', 'fading', 'shrinking', 'perfect', 'need']"
"To be honest, Works like a charm! Makes perfect coffee every morning. Easy to clean and maintain. Perfect for my needs.",5,True,47,positive,"to be honest, works like a charm! makes perfect coffee every morning. easy to clean and maintain. perfect for my needs.","['to', 'be', 'honest', 'works', 'like', 'charm', 'makes', 'perfect', 'coffee', 'every', 'morning', 'easy', 'to', 'clean', 'and', 'maintain', 'perfect', 'for', 'my', 'needs']","['honest', 'works', 'like', 'charm', 'makes', 'perfect', 'coffee', 'every', 'morning', 'easy', 'clean', 'maintain', 'perfect', 'needs']","['honest', 'work', 'like', 'charm', 'make', 'perfect', 'coffee', 'every', 'morning', 'easy', 'clean', 'maintain', 'perfect', 'need']"
"My experience: True to size, the measurements were accurate. Beautiful color, exactly as shown in pictures. Worth every penny!",5,True,30,positive,"my experience: true to size, the measurements were accurate. beautiful color, exactly as shown in pictures. worth every penny!","['my', 'experience', 'true', 'to', 'size', 'the', 'measurements', 'were', 'accurate', 'beautiful', 'color', 'exactly', 'as', 'shown', 'in', 'pictures', 'worth', 'every', 'penny']","['experience', 'true', 'size', 'measurements', 'accurate', 'beautiful', 'color', 'exactly', 'shown', 'pictures', 'worth', 'every', 'penny']","['experience', 'true', 'size', 'measurement', 'accurate', 'beautiful', 'color', 'exactly', 'shown', 'picture', 'worth', 'every', 'penny']"
"<p>To be honest, Broke after just 2 weeks of use! Flimsy construction, feels like it will break. Perfect for my needs.</p>",1,False,4,negative,"to be honest, broke after just 2 weeks of use! flimsy construction, feels like it will break. perfect for my needs.","['to', 'be', 'honest', 'broke', 'after', 'just', 'weeks', 'of', 'use', 'flimsy', 'construction', 'feels', 'like', 'it', 'will', 'break', 'perfect', 'for', 'my', 'needs']","['honest', 'broke', 'weeks', 'use', 'flimsy', 'construction', 'feels', 'like', 'break', 'perfect', 'needs']","['honest', 'broke', 'week', 'use', 'flimsy', 'construction', 'feel', 'like', 'break', 'perfect', 'need']"
"Standard quality, nothing remarkable. Worth every penny!",3,True,7,neutral,"standard quality, nothing remarkable. worth every penny!","['standard', 'quality', 'nothing', 'remarkable', 'worth', 'every', 'penny']","['standard', 'quality', 'nothing', 'remarkable', 'worth', 'every', 'penny']","['standard', 'quality', 'nothing', 'remarkable', 'worth', 'every', 'penny']"
"Great value for money, highly recommend! Would buy again!",5,True,22,positive,"great value for money, highly recommend! would buy again!","['great', 'value', 'for', 'money', 'highly', 'recommend', 'would', 'buy', 'again']","['great', 'value', 'money', 'highly', 'recommend', 'would', 'buy']","['great', 'value', 'money', 'highly', 'recommend', 'would', 'buy']"
<p>Just received it and Great features for the price. Highly recommend!</p>,5,True,37,positive,just received it and great features for the price. highly recommend!,"['just', 'received', 'it', 'and', 'great', 'features', 'for', 'the', 'price', 'highly', 'recommend']","['received', 'great', 'features', 'price', 'highly', 'recommend']","['received', 'great', 'feature', 'price', 'highly', 'recommend']"
"UPDATE: Great value for money, highly recommend! Excellent quality fabric, feels soft and durable. Disappointed overall.",5,False,38,positive,"update: great value for money, highly recommend! excellent quality fabric, feels soft and durable. disappointed overall.","['update', 'great', 'value', 'for', 'money', 'highly', 'recommend', 'excellent', 'quality', 'fabric', 'feels', 'soft', 'and', 'durable', 'disappointed', 'overall']","['update', 'great', 'value', 'money', 'highly', 'recommend', 'excellent', 'quality', 'fabric', 'feels', 'soft', 'durable', 'disappointed', 'overall']","['update', 'great', 'value', 'money', 'highly', 'recommend', 'excellent', 'quality', 'fabric', 'feel', 'soft', 'durable', 'disappointed', 'overall']"
"Honestly, Runs very small, order 2 sizes up! Terrible fit, way too small even though I ordered my size. Disappointed overall.",1,True,26,negative,"honestly, runs very small, order 2 sizes up! terrible fit, way too small even though i ordered my size. disappointed overall.","['honestly', 'runs', 'very', 'small', 'order', 'sizes', 'up', 'terrible', 'fit', 'way', 'too', 'small', 'even', 'though', 'ordered', 'my', 'size', 'disappointed', 'overall']","['honestly', 'runs', 'small', 'order', 'sizes', 'terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'disappointed', 'overall']","['honestly', 'run', 'small', 'order', 'size', 'terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'disappointed', 'overall']"
"To be honest, Standard features and performance. Not recommended. Contact me: reviewer@email.com",3,True,10,neutral,"to be honest, standard features and performance. not recommended. contact me: reviewer@email.com","['to', 'be', 'honest', 'standard', 'features', 'and', 'performance', 'not', 'recommended', 'contact', 'me', 'reviewer', 'email.com']","['honest', 'standard', 'features', 'performance', 'recommended', 'contact', 'reviewer', 'email.com']","['honest', 'standard', 'feature', 'performance', 'recommended', 'contact', 'reviewer', 'email.com']"
"In my opinion, Energy efficient, saves on electricity. Five stars from me!",5,True,23,positive,"in my opinion, energy efficient, saves on electricity. five stars from me!","['in', 'my', 'opinion', 'energy', 'efficient', 'saves', 'on', 'electricity', 'five', 'stars', 'from', 'me']","['opinion', 'energy', 'efficient', 'saves', 'electricity', 'five', 'stars']","['opinion', 'energy', 'efficient', 'save', 'electricity', 'five', 'star']"
"<p>I must say, Battery drains too quickly, barely lasts 3 hours. Poor build quality, feels cheap and plastic. Five stars from me!</p>",1,True,1,negative,"i must say, battery drains too quickly, barely lasts 3 hours. poor build quality, feels cheap and plastic. five stars from me!","['must', 'say', 'battery', 'drains', 'too', 'quickly', 'barely', 'lasts', 'hours', 'poor', 'build', 'quality', 'feels', 'cheap', 'and', 'plastic', 'five', 'stars', 'from', 'me']","['must', 'say', 'battery', 'drains', 'quickly', 'barely', 'lasts', 'hours', 'poor', 'build', 'quality', 'feels', 'cheap', 'plastic', 'five', 'stars']","['must', 'say', 'battery', 'drain', 'quickly', 'barely', 'last', 'hour', 'poor', 'build', 'quality', 'feel', 'cheap', 'plastic', 'five', 'star']"
"<p>EDIT: After more use, Runs very small, order 2 sizes up! Disappointed overall.</p>",2,True,12,negative,"edit: after more use, runs very small, order 2 sizes up! disappointed overall.","['edit', 'after', 'more', 'use', 'runs', 'very', 'small', 'order', 'sizes', 'up', 'disappointed', 'overall']","['edit', 'use', 'runs', 'small', 'order', 'sizes', 'disappointed', 'overall']","['edit', 'use', 'run', 'small', 'order', 'size', 'disappointed', 'overall']"
"<p>In my opinion, Poor quality material, started falling apart after one wash. Highly recommend!</p>",1,False,19,negative,"in my opinion, poor quality material, started falling apart after one wash. highly recommend!","['in', 'my', 'opinion', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'after', 'one', 'wash.', 'highly', 'recommend']","['opinion', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'one', 'wash.', 'highly', 'recommend']","['opinion', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'one', 'wash.', 'highly', 'recommend']"
"<p>My experience: Energy efficient, saves on electricity. Highly recommend!</p>",4,False,21,positive,"my experience: energy efficient, saves on electricity. highly recommend!","['my', 'experience', 'energy', 'efficient', 'saves', 'on', 'electricity', 'highly', 'recommend']","['experience', 'energy', 'efficient', 'saves', 'electricity', 'highly', 'recommend']","['experience', 'energy', 'efficient', 'save', 'electricity', 'highly', 'recommend']"
"I must say, Very slow, freezes constantly during use. Overheats after just 10 minutes of use. Total waste of money.",2,True,4,negative,"i must say, very slow, freezes constantly during use. overheats after just 10 minutes of use. total waste of money.","['must', 'say', 'very', 'slow', 'freezes', 'constantly', 'during', 'use', 'overheats', 'after', 'just', '10', 'minutes', 'of', 'use', 'total', 'waste', 'of', 'money']","['must', 'say', 'slow', 'freezes', 'constantly', 'use', 'overheats', '10', 'minutes', 'use', 'total', 'waste', 'money']","['must', 'say', 'slow', 'freeze', 'constantly', 'use', 'overheats', '10', 'minute', 'use', 'total', 'waste', 'money']"
"I must say, Standard features and performance. Would buy again!",3,True,10,neutral,"i must say, standard features and performance. would buy again!","['must', 'say', 'standard', 'features', 'and', 'performance', 'would', 'buy', 'again']","['must', 'say', 'standard', 'features', 'performance', 'would', 'buy']","['must', 'say', 'standard', 'feature', 'performance', 'would', 'buy']"
"After using it for a month, Quiet operation, barely makes any noise. You get what you pay for. Contact me: reviewer@email.com",4,False,42,positive,"after using it for a month, quiet operation, barely makes any noise. you get what you pay for. contact me: reviewer@email.com","['after', 'using', 'it', 'for', 'month', 'quiet', 'operation', 'barely', 'makes', 'any', 'noise', 'you', 'get', 'what', 'you', 'pay', 'for', 'contact', 'me', 'reviewer', 'email.com']","['using', 'month', 'quiet', 'operation', 'barely', 'makes', 'noise', 'get', 'pay', 'contact', 'reviewer', 'email.com']","['using', 'month', 'quiet', 'operation', 'barely', 'make', 'noise', 'get', 'pay', 'contact', 'reviewer', 'email.com']"
"<p>UPDATE: Difficult to clean, parts don't come apart easily. Save your money.</p>",1,True,18,negative,"update: difficult to clean, parts don't come apart easily. save your money.","['update', 'difficult', 'to', 'clean', 'parts', 'do', ""n't"", 'come', 'apart', 'easily', 'save', 'your', 'money']","['update', 'difficult', 'clean', 'parts', ""n't"", 'come', 'apart', 'easily', 'save', 'money']","['update', 'difficult', 'clean', 'part', ""n't"", 'come', 'apart', 'easily', 'save', 'money']"
"I must say, Works like a charm! Makes perfect coffee every morning. Save your money.",5,True,22,positive,"i must say, works like a charm! makes perfect coffee every morning. save your money.","['must', 'say', 'works', 'like', 'charm', 'makes', 'perfect', 'coffee', 'every', 'morning', 'save', 'your', 'money']","['must', 'say', 'works', 'like', 'charm', 'makes', 'perfect', 'coffee', 'every', 'morning', 'save', 'money']","['must', 'say', 'work', 'like', 'charm', 'make', 'perfect', 'coffee', 'every', 'morning', 'save', 'money']"
"Just received it and Sound quality is awful, tinny and distorted. Very slow, freezes constantly during use. One star is too generous.",1,True,27,negative,"just received it and sound quality is awful, tinny and distorted. very slow, freezes constantly during use. one star is too generous.","['just', 'received', 'it', 'and', 'sound', 'quality', 'is', 'awful', 'tinny', 'and', 'distorted', 'very', 'slow', 'freezes', 'constantly', 'during', 'use', 'one', 'star', 'is', 'too', 'generous']","['received', 'sound', 'quality', 'awful', 'tinny', 'distorted', 'slow', 'freezes', 'constantly', 'use', 'one', 'star', 'generous']","['received', 'sound', 'quality', 'awful', 'tinny', 'distorted', 'slow', 'freeze', 'constantly', 'use', 'one', 'star', 'generous']"
